Sibert,3.9,3.1,/assets/chilis/cold-chili.png,,Chemistry in itself wasn't a hard class. However
Malek,3,3.9,/assets/chilis/cold-chili.png,,this professor is crazy smart
Haines,3.7,4.1,/assets/chilis/cold-chili.png,,His class sucks and so does he. I have nothing else to say about him. Sum up
Huynh,3.7,3.5,/assets/chilis/cold-chili.png,,He wants you to follow his lecture notes strictly - but to understand the notes after class - you need the book. He loves the subject and does not leave the class till you are 10 mins beyond lecture time. Easy grader though. TA will grade all answers right even if they are wrong - so you can easily score in assignments.
Harrison,3.3,2.3,/assets/chilis/cold-chili.png,,Taking his Assembly class. He knows his stuff but does a rather poor job communicating his knowledge to the students. His lectures are extremely boring. His powerpoints are rather pathetic and barely helpful. The main textbook is very rarely used (I wouldn't bother buying it)
Karrah,3,3.1,/assets/chilis/cold-chili.png,,"I can't believe he has a job here. Our first assignment grade was delayed 2 weeks because he was waiting for a TA. Not to mention you literally can't understand him due to his intense accent. Everyone feels awkward when he asks questions because no one actually knows what he's saying. His ""teaching"" style consists of reciting powerpoints on screen."
Chaffin,2.6,4.4,/assets/chilis/cold-chili.png,,Really cares about students. Knows her stuff.
Fonseka,3.7,3.7,/assets/chilis/cold-chili.png,,One of the best professors at UTD
Haworth,4.5,1.7,/assets/chilis/new-hot-chili.png,,Professor Haworth is a Marketing Superwoman! She is exceptionally down-to-earth
Esposito,2.2,4.7,/assets/chilis/cold-chili.png,,Teacher is monotone and boring. His tests wouldnt be too bad if he taught the material better.
Villareal,4.3,4.8,/assets/chilis/new-hot-chili.png,,He may be excellent in 2006
Overzet,4.1,4.2,/assets/chilis/new-hot-chili.png,,Dr. LO is awesome. The class is difficult
Panahi,2.6,3.8,/assets/chilis/new-hot-chili.png,,He is not knowledgeable in the topic. His teaching is awful
Downey,4.8,2.3,/assets/chilis/new-hot-chili.png,,One of the greatest teachers I have ever had. You should take her course.
Macfarlane,3.5,4.1,/assets/chilis/cold-chili.png,,Great lecturer and really is motivated but his tests are hard!!!!  The tests are hard on purpose
Bearry,3.7,3.1,/assets/chilis/new-hot-chili.png,,I had three classes with Dr. Bearry while he was at UTD.  He is incredibly intelligent
Mili,2.9,3.3,/assets/chilis/cold-chili.png,,She is so nice handsome and cute. Really cares about your learning. She is strict on the homeworks. She is uncompromising about cheating on the projects. Be careful. The subject is really easy for computer science students particularly if you have passed  automata theory.
Rasmussen,2.3,3.9,/assets/chilis/cold-chili.png,,Try to take someone else if at all possible. I compared my 13 page final report
Assmann,3,3.6,/assets/chilis/cold-chili.png,,It's a lot of information and that can be exceptionally tough but Dr. Assman was wonderful. He is passionate about what he teaches and it's contagious! He is a bit quiet so do sit in the front and try to learn! Love him!
Thielemann,3.5,3.1,/assets/chilis/cold-chili.png,,Intersting Topics
Abdi,4.6,3.8,/assets/chilis/new-hot-chili.png,,the class is really fun and interesting
Argyros,3.4,3.1,/assets/chilis/cold-chili.png,,I guess I am the only one that thinks this guy is a perfectly wonderful prof. INCLUDING his grading. He just requires a ton of reading
Berliner,3.7,3,/assets/chilis/cold-chili.png,,She's really nice but DO NOT TAKE THIS CLASS if you don't care for literature. I failed the midterma and the paper was hard. You have to read A LOT. Contrary to comments below
Boltrushek,5,1.5,/assets/chilis/new-hot-chili.png,,pretty easy everything is a completion grade except for the 2 major research essays but still it was ok
Channell,4.6,2.8,/assets/chilis/cold-chili.png,,He's an engineer.  So
Chapman,4.1,2.8,/assets/chilis/cold-chili.png,,Phenomenal teacher. UTD should hire him full time. Knows his material and knows how to teach. It's not just about reading the books a lot of understanding comes from his great lectures.
Cohen,3.9,4.1,/assets/chilis/cold-chili.png,,I have taken two classes with this professor and enjoyed both. He can get long-winded sometimes but only because he is passionate about what he does. He can come across like a know-it-all
Cooper,3,3.6,/assets/chilis/cold-chili.png,,Expert in his field
Bender,4.8,2,/assets/chilis/cold-chili.png,,Bob is awesome
Salter,3.2,3.5,/assets/chilis/cold-chili.png,,I had been taking notes in lecture and out of the book
Zakhidov,3,2,/assets/chilis/new-hot-chili.png,,the best one
Berry,3,3.7,/assets/chilis/cold-chili.png,,He didn't show up for about half of his own classes. When he was actually here
Cotton,4.8,2.6,/assets/chilis/new-hot-chili.png,,Best class I have ever taken! Easy essay-based exams that are somewhat cumulative
Chizeck,3.6,4.8,/assets/chilis/cold-chili.png,,Super easy. Didnt care for Dr. Chizeck at all though. She is a horrible teacher and didnt learn anything. But easy A
Robinson,3.6,4.2,/assets/chilis/cold-chili.png,,Be prepared to take notes!  Her tests are easy provided you have attended class
Sanchez,3.6,3.2,/assets/chilis/new-hot-chili.png,,do not take her for Unix. Its too demanding. I took the course again with prof. Haim and it was much better.
McCracken,2.8,2.2,/assets/chilis/cold-chili.png,,dude get a life and stop waking up people in class
Melton,3.2,3.9,/assets/chilis/cold-chili.png,,He is very nice and always willing to help
Watanabe,3.8,2.8,/assets/chilis/cold-chili.png,,The class involves a lot of reading and writing. It might be lots of work
Richard,2.6,2.6,/assets/chilis/cold-chili.png,,I think most of the complaints on here are about the structure.  It will feel like the professor doesnt do much because he has so much class discussion and group presentations during the semester.  Bottom line of the class show up
Dieckmann,4.2,3.3,/assets/chilis/cold-chili.png,,i took him for chem 1 and 2 and he's great at lecturing. He is vague sometimes though
McNulty,3.3,2.1,/assets/chilis/cold-chili.png,,I think she is Awesome
Beron,2.9,3.3,/assets/chilis/cold-chili.png,,This is basically intro microeconomics with a sports twist on questions. It's pretty basic stuff and there's a lot of busy work in terms of homework problem sets. That said
Moltz,2.8,4.5,/assets/chilis/cold-chili.png,,Good class
Biewer,3.3,4.6,/assets/chilis/cold-chili.png,,His honors ochem class for both semesters was well worth it. He relates course work to real life application which is both fascinating and appreciated. You need to understand the material
Zhang,3.3,2.3,/assets/chilis/cold-chili.png,,Overall a good teacher. Lectures were good
Rockett,4.6,2.2,/assets/chilis/cold-chili.png,,I had Dr. Rockett at TCU for Strategic HR Mgt. It was one of the best classes I have taken at TCU. She explains things well and follows the textbook closely. Tests are straight forward. She always invites questions during lecture
Savitz,4,1.8,/assets/chilis/cold-chili.png,,One of the best professors I ever had at this school.  Really knows his stuff.  Have extensive real world experience which makes the course ever so much more interesting and useful.  I would recommend hands down!
Prager,3.2,3.4,/assets/chilis/cold-chili.png,,I thought the class will be boring but it was great! She lectures and likes when we contribute with our discussions. She is very kind and I love her taste for fashion. I feel very bad barely passing her class
Jacobs,4.4,2.6,/assets/chilis/new-hot-chili.png,,Great professor. Has much experience in the field which makes for interesting lectures. Has interviewed hundreds of drug dealers and it's hilarious when he reads the interview notes out in class. This was my favorite class by far. 2 test and a presentation (with a partner). Attendance is important! Taking his victimless crime class.
Goodness,2.6,4.3,/assets/chilis/cold-chili.png,,This class is impossible. I cannot make above a &quot;C&quot; on any of the exams although I do read all of the chapters and attend all classes the multiple choice answer options are &quot;true&quot; &quot;mostly true&quot; &quot;false&quot; or &quot;mostly false&quot; which I think could be debatable but don't try talking to her about it b/c she is one of the most egotistical people I have ever m
Mortenson,3.1,3.2,/assets/chilis/cold-chili.png,,Her lectures are based more on the East Asia culture and history. 10% of the grade is based on attendance and class participation. She was an easy grader for me but my friends found her a tough grader. Always ready to help if you drop by her office hours.
Daescu,3.1,3.7,/assets/chilis/new-hot-chili.png,,He is an excellent professor with super IQ but when comes to teaching and conveying the content to students he is less than par. I recommend to take his course if you are planning to pursue a PHD in algorithms. His grading criteria is clear . If you screw up in midterms he will conduct a final exam where you can improve your grades.
Ho,3.8,3.1,/assets/chilis/cold-chili.png,,I loved his class. The class topic may not have been the most interesting I've ever had
Bray,2.8,4.3,/assets/chilis/cold-chili.png,,He REALLY loves statistics
Barclay,3.4,2.3,/assets/chilis/cold-chili.png,,so so
Adams,4,3.5,/assets/chilis/new-hot-chili.png,,Good instructor. Never let us out early though :-)
Allum,3.7,3.5,/assets/chilis/cold-chili.png,,Favortie math prof ever.
Troutman,4.7,2.4,/assets/chilis/new-hot-chili.png,,Useful class. She talks very fast though
Curry,4.7,2.5,/assets/chilis/cold-chili.png,,Attendance is a portion of the grading.  She is nice but grades fairly hard.  Lecture style is mostly discussion.  Assignnments require lots of reading and writing response type paragraphs. Midterm & final are take home and written eassys over the course readings & discussions. Course not difficult just lots of writing to do.
Gartstein,3.7,4.2,/assets/chilis/cold-chili.png,,Extremely hard and stressful take home test
Seekri,3.8,3.7,/assets/chilis/cold-chili.png,,I love Dr. Seekri. Most students failed because they didn't review their notes
Lacambra,3.4,3.9,/assets/chilis/cold-chili.png,,This guy's contract was not renewed at UTD. So
Nourani,3.4,3.2,/assets/chilis/cold-chili.png,,Clear and concise professor with a lot of knowledge about his subject. He is always available to answer any question you may have and goes out of his way to help you with any issues you may have.
Chung,2.4,4,/assets/chilis/cold-chili.png,,Professor Cheng is a really nice guy. He know his stuff but doesn't know how to teach. His TA is extremely tough she graded our exam really hard. Come to class and you have a chance to make a 70 else you are screwed. 2 exam and 1 project.
Rutford,3.5,4,/assets/chilis/cold-chili.png,,good teacher
Wissinger,3.1,3.5,/assets/chilis/cold-chili.png,,It took me half a semester to like her
Cullen,4.8,1.5,/assets/chilis/cold-chili.png,,Knowledgeable
Redman,4.2,3.3,/assets/chilis/cold-chili.png,,He is one of the best teachers I've ever had. He is very knowledgeable and if you just sit and listen he has loads and loads of interesting information to teach you. I'm an atec major so took the class for fun. It's a very hard class but if you truly show interest and participate you will do well. To make an A though you need to go above and beyond
Methenitis,4.4,2.5,/assets/chilis/cold-chili.png,,Understanding Art. Ms. Methenitis was a wonderful professor. I took this class in 2003. I'm sure things have changed
Fass,4.2,2.2,/assets/chilis/cold-chili.png,,Dr Fass is a scholar and his experience is
Goode,4,3.3,/assets/chilis/cold-chili.png,,The lectures can be boring at times
Manton,3.3,3.6,/assets/chilis/cold-chili.png,,Had him for Earth Systems
Saquib,4.3,2.9,/assets/chilis/cold-chili.png,,Professor Saquib is one of the best professors at UTD. I would recommend attending every class because his lectures are entertaining and useful. If you write down notes from his class
Vargus,3.7,3,/assets/chilis/cold-chili.png,,He told us - no need to read a book
,,,,,#N/A
Nair,4.4,2,/assets/chilis/cold-chili.png,,Excellent professor. Very easy to understand and it's easy to get a good grade provided you do the work. Around 5-6 research articles to read along with 6 textbook reads. One mid term and a final group presentation. I would definitely recommend this professor and the class.
Metz,3.3,4,/assets/chilis/cold-chili.png,,I took an Intro to Printmaking class focusing on screenprinting. I had no previous experience using screens
Dubnov,4.8,2.7,/assets/chilis/new-hot-chili.png,,I agree with the last interviewer. I had him my first year
Otoole,2.7,3.1,/assets/chilis/cold-chili.png,,Dr. O'Toole offers a ranging perspective on the various disciplines contributing to the interdisciplinary field of cognitive science.  Computer sciences and neural networks carry a lot of weight.  Neophytes in the field
Towner,5,2.8,/assets/chilis/new-hot-chili.png,,Dr. Towner was the easiest professor I have had so far. As long as you show effort and participate
Oliff,3.9,2.8,/assets/chilis/new-hot-chili.png,,Great teacher. There was a lot of stuff thrown into this class so it can be time consuming
Ng,3.9,4.1,/assets/chilis/cold-chili.png,,Grades based on a bell curve. I have managed to do fine by simply doing the homework and attending lectures. Not a blow off class. Extremely available to students that ask questions online and in person. Answers questions in a friendly manner. He uses the Socratic method in some lectures. I would definitely take him again.
Stewart,4.1,3.3,/assets/chilis/cold-chili.png,,I really enjoyed his sense of humor. I wish he was still at UTD. =( He's the only teacher whose class I really loved going to.
Woodard,3.9,2.6,/assets/chilis/cold-chili.png,,Prof. Woodard made class very interesting. He did spend a lot of time telling personal anecdotes but they usually had something to do with the material. His pop quizzes were very easy. The tests were extremely easy as well.  The bonus questions were the only difficult things about the class. They were random questions having nothing to do w/ gov't.
Bambach,4.3,4.2,/assets/chilis/cold-chili.png,,The class has no homework
Hafer,4.3,1.9,/assets/chilis/cold-chili.png,,Dr. Hafer is Awesome! Show up for class and you won't have any problem passing. No penalty if you don't show up. Just keep up with material/notes.
Thompson,3.9,3.5,/assets/chilis/cold-chili.png,,This class was a lot of information
Dholakia,3.9,2,/assets/chilis/cold-chili.png,,This class covered all the bases: stats
Aldridge,4.8,1.3,/assets/chilis/new-hot-chili.png,,I took this class thinking that I'd hate it because I very much prefer the audiology side of the SPAU major and this class is primarily artic
Harabagiu,1.3,3.2,/assets/chilis/cold-chili.png,,Easily one of the worst course I have ever taken. If you are taking this course to learn useful and interesting concepts
Tacca,4.1,2.4,/assets/chilis/new-hot-chili.png,,This guy is Italian
Kramer,4.4,1.4,/assets/chilis/cold-chili.png,,College Algebra is easy
Gurun,3.5,2.8,/assets/chilis/new-hot-chili.png,,Grade composition consists of 3 tests and a number of in-class quizzes. Professor has a decent sense of humor and can talk all day on the subject matter.  Class is enjoyable.
Barfoot,4.4,1.7,/assets/chilis/new-hot-chili.png,,His lectures were unorganized and dragged out. He jumps from slide to slide making it difficult to copy all the notes before he moved on
Jerger,4.6,2.6,/assets/chilis/cold-chili.png,,Dr. Jerger is an excellent professor
Housson,3.9,2.3,/assets/chilis/cold-chili.png,,Material is very interesting. Class is more lecture but hands on would be great for this course. fun and informative
Lutze,4.6,2.9,/assets/chilis/cold-chili.png,,Excellent Professor.  Hope she comes back to UTD!
Fisher,4.3,2.2,/assets/chilis/new-hot-chili.png,,The class isn't hard but requires a lot of busy work.  Mr. Fisher is a little stubborn but means well for the most part. If you can stand your ground
Szwejkowski,1,3,/assets/chilis/cold-chili.png,,No Comments
Monger,5,5,/assets/chilis/cold-chili.png,,No Comments
Khan,2.9,2.5,/assets/chilis/cold-chili.png,,Dr. Latifur Khan is a prolific researcher in big data analytics area.  Hence
Bell,3.2,3.7,/assets/chilis/cold-chili.png,,Love Dr. Bell! She has a wealth of knowledge about the subject matter and I learned a great deal from her. She is an all-around excellent professor. She does have high expectations
Underwood,4.7,3.2,/assets/chilis/new-hot-chili.png,,Brilliant. She is brilliant. I wish she taught more classes because I think she is one of the real greats when it comes to psychology professors. Tests aren't hard if you go to the class.
Spence,2.6,4.2,/assets/chilis/cold-chili.png,,Excellent professor
Rabe,3.9,3,/assets/chilis/cold-chili.png,,He was all about himself. You did things his way and just learned to agree with him. Kinda condescending to women.
Earle,4.3,3.4,/assets/chilis/cold-chili.png,,Unfair grader
Andreescu,3.2,2.4,/assets/chilis/cold-chili.png,,Best Professor that I had the semester and guided me through a great deal of the material with a definite passion about the subject
Robinson,2.9,2.8,/assets/chilis/cold-chili.png,,Be prepared to take notes!  Her tests are easy provided you have attended class
Lomber,3.3,3.2,/assets/chilis/cold-chili.png,,I took his class 3 yrs ago and I've never has a worse teacher. He tells jokes so that he can cover up the fact that he doesn't know what he is talking about. Also he is very insulting to other students. I'm very open minded when it comes to joking and jabbing other people
Dess,3,4.6,/assets/chilis/cold-chili.png,,Not a good experience
Tullock,4.6,3.4,/assets/chilis/cold-chili.png,,In this class and so miserable! Read over 300 pages for a 50 question exam full of trick questions. I needed a upper level elective & this was all that was offered in the summer. Tests are excruciating. 2 (5-7 page) papers & despite my  undergrad being in English he marks all over your paper. Lectures are not engaging. Don't ignore this warning!
MacAlevey,2.6,3.7,/assets/chilis/cold-chili.png,,There is not enough room to explain how much I adore this professor. I've been sitting in on the lectures for this class to prepare for next semester. Dr. MacAlevey is my favorite Physics professor so far
Marquart,3.5,3,/assets/chilis/cold-chili.png,,if you study and take advantage of extra credit the class is fun and easy
Kilgard,3.5,3.8,/assets/chilis/new-hot-chili.png,,Dr. Kilgard is great. His Neural Plasticity class is graded by participation
Cotter,3.4,3.6,/assets/chilis/new-hot-chili.png,,Very interesting class.  he is not ugly!! I learn a lot. However
Arbery,1.6,4.5,/assets/chilis/cold-chili.png,,Horrible professor! Her tests are super hard because she wants VERY specific details. She even came to class hung over a few times. And for her essays
